Source,Target,BDeu,TSource,TTarget
AT4G16750,AT4G36570,-122.596112909054,AT4G16750,AT4G36570
AT3G10040,AT5G10990,-122.596112909054,AT3G10040,AT5G10990
AT4G16750,AT5G10990,-122.596112909054,AT4G16750,AT5G10990
AT3G10040,AT5G64900,-122.659291810675,AT3G10040,AT5G64900
AT3G50330,AT5G64900,-122.659291810675,AT3G50330,AT5G64900
AT3G10040,AT5G47220,-122.713438174042,AT3G10040,AT5G47220
AT1G68840,AT5G47220,-122.713438174042,AT1G68840,AT5G47220
AT2G46970,AT2G42850,-123.123315925348,AT2G46970,AT2G42850
AT2G28550,AT5G42830,-123.22798654791,RAP2.7,AT5G42830
AT3G10040,AT2G20835,-123.247078475573,AT3G10040,AT2G20835
AT3G50330,AT2G20835,-123.247078475573,AT3G50330,AT2G20835
AT3G10040,AT5G03310,-124.588543073741,AT3G10040,AT5G03310
AT4G16750,AT5G03310,-124.588543073741,AT4G16750,AT5G03310
AT3G10040,AT4G21200,-124.693997458508,AT3G10040,AT4G21200
AT3G50330,AT4G21200,-124.693997458508,AT3G50330,AT4G21200
AT1G25560,AT1G54500,-124.972110079942,TEM1,AT1G54500
AT3G50330,AT1G54500,-124.972110079942,AT3G50330,AT1G54500
AT3G50330,AT5G07010,-125.063917629192,AT3G50330,AT5G07010
AT4G16750,AT5G07010,-125.063917629192,AT4G16750,AT5G07010
AT1G25560,AT5G43030,-126.786981683274,TEM1,AT5G43030
AT3G10040,AT1G75590,-126.853673057772,AT3G10040,AT1G75590
AT3G10040,AT2G22930,-127.395490259056,AT3G10040,AT2G22930
AT3G50330,AT2G22930,-127.395490259056,AT3G50330,AT2G22930
AT5G60850,AT1G49210,-127.98553714022,AT5G60850,AT1G49210
AT3G50330,AT5G41570,-128.048057497209,AT3G50330,AT5G41570
AT4G16750,AT5G18670,-128.558229800094,AT4G16750,AT5G18670
AT5G60850,AT5G18670,-128.558229800094,AT5G60850,AT5G18670
AT3G50330,AT5G48175,-129.218886813228,AT3G50330,AT5G48175
AT4G16750,AT5G48175,-129.218886813228,AT4G16750,AT5G48175
AT1G25560,AT3G13435,-129.389671368703,TEM1,AT3G13435
AT3G10040,AT4G25780,-131.093701040592,AT3G10040,AT4G25780
AT3G50330,AT4G25780,-131.093701040592,AT3G50330,AT4G25780
AT3G10040,AT5G09520,-131.093701040592,AT3G10040,AT5G09520
AT3G50330,AT5G09520,-131.093701040592,AT3G50330,AT5G09520
AT3G10040,AT4G01950,-131.987410548972,AT3G10040,AT4G01950
AT3G50330,AT4G28085,-132.484851604931,AT3G50330,AT4G28085
AT4G16750,AT4G28085,-132.484851604931,AT4G16750,AT4G28085
AT3G50330,AT5G67060,-133.021094952637,AT3G50330,AT5G67060
AT4G16750,AT5G67060,-133.021094952637,AT4G16750,AT5G67060
AT5G23280,AT3G22070,-133.773165557704,AT5G23280,AT3G22070
AT2G46970,AT3G22070,-133.773165557704,AT2G46970,AT3G22070
AT3G50330,AT2G03790,-134.242021074578,AT3G50330,AT2G03790
AT2G46970,AT1G78070,-135.957486730186,AT2G46970,AT1G78070
AT4G16750,AT1G78070,-135.957486730186,AT4G16750,AT1G78070
AT2G28550,AT1G13710,-136.349879756728,RAP2.7,AT1G13710
AT4G16750,AT1G13710,-136.349879756728,AT4G16750,AT1G13710
AT2G28550,AT2G31730,-138.031813171198,RAP2.7,AT2G31730
AT2G46970,AT2G31730,-138.031813171198,AT2G46970,AT2G31730
AT3G10040,AT5G59845,-138.68722002377,AT3G10040,AT5G59845
AT4G16750,AT5G59845,-138.68722002377,AT4G16750,AT5G59845
AT3G10040,AT2G19780,-138.720812440745,AT3G10040,AT2G19780
AT3G10040,AT5G40590,-138.720812440745,AT3G10040,AT5G40590
AT4G16750,AT2G07758,-138.763320358211,AT4G16750,AT2G07758
AT3G10040,AT4G12330,-140.995914041605,AT3G10040,CYP706A7
AT5G60850,AT4G12330,-140.995914041605,AT5G60850,CYP706A7
AT5G60850,AT1G28370,-141.432701418138,AT5G60850,AT1G28370
AT1G25560,AT4G12520,-141.807842795939,TEM1,AT4G12520
AT3G10040,AT4G25225,-141.82259261479,AT3G10040,AT4G25225
AT5G60850,AT4G25225,-141.82259261479,AT5G60850,AT4G25225
AT1G25560,AT3G15370,-142.139199931888,TEM1,AT3G15370
AT2G28550,AT1G52890,-142.208951474458,RAP2.7,AT1G52890
AT5G13910,AT1G52890,-142.208951474458,AT5G13910,AT1G52890
AT3G50330,AT2G22330,-143.720020434063,AT3G50330,CYP79B3
AT4G16750,AT2G22330,-143.720020434063,AT4G16750,CYP79B3
AT3G10040,AT3G59900,-143.768502763842,AT3G10040,AT3G59900
AT5G60850,AT3G59900,-143.768502763842,AT5G60850,AT3G59900
AT4G16750,AT5G56320,-144.372792153386,AT4G16750,AT5G56320
AT3G50330,AT2G18690,-144.64736100212,AT3G50330,AT2G18690
AT4G16750,AT2G18690,-144.64736100212,AT4G16750,AT2G18690
AT5G23280,AT4G02360,-145.374084832638,AT5G23280,AT4G02360
AT1G68840,AT4G02360,-145.374084832638,AT1G68840,AT4G02360
AT3G10040,AT4G29340,-145.624474518579,AT3G10040,AT4G29340
AT1G68840,AT4G29340,-145.624474518579,AT1G68840,AT4G29340
AT3G50330,AT1G62520,-145.817069212469,AT3G50330,AT1G62520
AT4G16750,AT1G62520,-145.817069212469,AT4G16750,AT1G62520
AT1G25560,AT3G11690,-145.908122093661,TEM1,AT3G11690
AT1G42990,AT2G34650,-146.441964028418,AT1G42990,AT2G34650
AT3G10040,AT3G63088,-146.678394513625,AT3G10040,AT3G63088
AT3G15210,AT3G63088,-146.678394513625,AT3G15210,AT3G63088
AT1G25560,AT5G38770,-147.006249381804,TEM1,AT5G38770
AT1G68840,AT5G38770,-147.006249381804,AT1G68840,AT5G38770
AT2G28550,AT5G38770,-147.006249381804,RAP2.7,AT5G38770
AT1G25560,AT5G09970,-147.630888691375,TEM1,AT5G09970
AT5G23280,AT3G52565,-148.316328421238,AT5G23280,AT3G52565
AT1G68840,AT3G52565,-148.316328421238,AT1G68840,AT3G52565
AT3G10040,AT1G08115,-149.45098323586,AT3G10040,AT1G08115
AT1G25560,AT1G08115,-149.45098323586,TEM1,AT1G08115
AT2G46970,AT4G03140,-149.635522045293,AT2G46970,AT4G03140
AT3G10040,AT5G57760,-150.226195369464,AT3G10040,AT5G57760
AT3G15210,AT5G57760,-150.226195369464,AT3G15210,AT5G57760
AT1G25560,AT3G13520,-150.668742080743,TEM1,AGP12
AT2G46970,AT3G13520,-150.668742080743,AT2G46970,AGP12
AT4G16750,AT3G13520,-150.668742080743,AT4G16750,AGP12
AT3G10040,AT3G14362,-151.216182482851,AT3G10040,RTFL10
AT5G13910,AT3G49930,-152.491333706851,AT5G13910,AT3G49930
AT2G46970,AT1G05010,-152.659425195803,AT2G46970,AT1G05010
AT2G46970,AT2G45160,-152.659425195803,AT2G46970,HAM1
AT3G15210,AT3G25730,-154.095066814268,AT3G15210,AT3G25730
AT5G23280,AT3G25730,-154.095066814268,AT5G23280,AT3G25730
AT4G16750,AT4G01335,-154.481695618486,AT4G16750,AT4G01335
AT3G15210,AT3G30730,-154.691894479866,AT3G15210,AT3G30730
AT5G60850,AT3G30730,-154.691894479866,AT5G60850,AT3G30730
AT1G25560,AT5G50360,-155.755039294644,TEM1,AT5G50360
AT1G25560,AT4G26080,-155.794260007797,TEM1,ABI1
AT3G15210,AT4G33440,-156.315379206347,AT3G15210,AT4G33440
AT5G23280,AT4G33440,-156.315379206347,AT5G23280,AT4G33440
AT3G10040,AT2G01770,-157.295831374339,AT3G10040,AT2G01770
AT2G46970,AT2G01770,-157.295831374339,AT2G46970,AT2G01770
AT2G46970,AT1G09240,-158.782666964671,AT2G46970,AT1G09240
AT4G16750,AT1G09240,-158.782666964671,AT4G16750,AT1G09240
AT3G10040,AT3G23240,-158.937638688526,AT3G10040,AT3G23240
AT4G16750,AT3G23240,-158.937638688526,AT4G16750,AT3G23240
AT3G10040,AT5G47230,-159.275184667078,AT3G10040,AT5G47230
AT3G50330,AT1G61795,-159.883253587636,AT3G50330,AT1G61795
AT4G16750,AT1G61795,-159.883253587636,AT4G16750,AT1G61795
AT1G25560,AT2G41800,-159.886866950103,TEM1,AT2G41800
AT1G25560,AT2G44570,-162.572444295345,TEM1,AT2G44570
AT1G25560,AT2G22425,-165.700197649246,TEM1,AT2G22425
AT2G46970,AT2G22425,-165.700197649246,AT2G46970,AT2G22425
AT1G25560,AT5G47840,-167.068473504861,TEM1,AT5G47840
AT2G46970,AT5G47840,-167.068473504861,AT2G46970,AT5G47840
